district,mean_spei,date
Shirak,0.10328257608657274,2005-01-21
Gegharkunik,0.18802021662978566,2005-01-21
Vayots Dzor,0.23730372544378042,2005-01-21
Syunik,0.6528288827914941,2005-01-21
Ararat,0.08697510694301772,2005-01-21
Aragatsotn,0.19758234359323978,2005-01-21
Armavir,0.35354555894931156,2005-01-21
Kotayk,0.03718237280845642,2005-01-21
Erevan,0.20589091628789902,2005-01-21
Tavush,-0.30985864775720984,2005-02-01
Lori,-0.29730462182599765,2005-02-01
Shirak,-0.07795023072797519,2005-02-01
Gegharkunik,0.24474374390796155,2005-02-01
Vayots Dzor,0.46172988414764404,2005-02-01
Syunik,0.9844157491859636,2005-02-01
Ararat,0.22635825723409653,2005-02-01
Aragatsotn,0.1748116735058526,2005-02-01
Armavir,0.3537849001586437,2005-02-01
Kotayk,0.043454009800916536,2005-02-01
Erevan,0.19243017584085464,2005-02-01
Tavush,-0.44383075336615246,2005-02-11
Lori,-0.26609601452946663,2005-02-11
Shirak,0.0240188381419732,2005-02-11
Gegharkunik,-0.1252105547224774,2005-02-11
Vayots Dzor,-0.07184433192014694,2005-02-11
Syunik,0.4118795206672267,2005-02-11
Ararat,-0.18451022015704605,2005-02-11
Aragatsotn,0.09175273100845516,2005-02-11
Armavir,0.24240369846423468,2005-02-11
Kotayk,-0.12775114576506894,2005-02-11
Erevan,-0.0333127527119359,2005-02-11
Tavush,-1.2447812060515087,2005-02-21
Lori,-1.1984251554195697,2005-02-21
Shirak,-1.1044228214483995,2005-02-21
Gegharkunik,-0.9814305340542513,2005-02-21
Vayots Dzor,-0.7405427098274231,2005-02-21
Syunik,-0.23206820990890265,2005-02-21
Ararat,-0.8616334145719354,2005-02-21
Aragatsotn,-1.0204680810372035,2005-02-21
Armavir,-0.9333970248699188,2005-02-21
Kotayk,-1.0924499452114105,2005-02-21
Erevan,-0.9734230935573578,2005-02-21
Tavush,-0.20222082501277328,2005-03-01
Lori,0.012426836989246882,2005-03-01
Shirak,0.0997668206691742,2005-03-01
Gegharkunik,-0.052926080082269275,2005-03-01
Vayots Dzor,-0.04115955636370927,2005-03-01
Syunik,0.0826793843390126,2005-03-01
Ararat,0.1628876651891253,2005-03-01
Aragatsotn,0.03262259924061558,2005-03-01
Armavir,0.002078334885785201,2005-03-01
Kotayk,0.08687856197357177,2005-03-01
Erevan,0.21411685645580292,2005-03-01
Tavush,-0.18045735359191895,2005-03-11
Lori,0.20020698469418746,2005-03-11
Shirak,0.3252319727952664,2005-03-11
Gegharkunik,0.012866439325187136,2005-03-11
Vayots Dzor,-0.18314344808459282,2005-03-11
Syunik,-0.3760269339147367,2005-03-11
Ararat,0.09305497851561416,2005-03-11
Aragatsotn,0.20858484165122113,2005-03-11
Armavir,0.10164841823279858,2005-03-11
Kotayk,0.23727460950613022,2005-03-11
Erevan,0.24501866102218628,2005-03-11
Tavush,1.0875470315416653,2005-03-21
Lori,1.4373349868334258,2005-03-21
Shirak,1.6066415309906006,2005-03-21
Gegharkunik,1.430076003074646,2005-03-21
Vayots Dzor,0.9479698464274406,2005-03-21
Syunik,0.8905566197476888,2005-03-21
Ararat,1.117624732581052,2005-03-21
Aragatsotn,1.6423804859320323,2005-03-21
Armavir,1.5435579220453899,2005-03-21
Kotayk,1.5453311324119567,2005-03-21
Erevan,1.3671958446502686,2005-03-21
Tavush,1.095227171977361,2005-04-01
Lori,1.2218175988930922,2005-04-01
Shirak,1.3997722955850453,2005-04-01
Gegharkunik,1.4154551204513102,2005-04-01
Vayots Dzor,0.9109252579510212,2005-04-01
Syunik,0.7359585311067732,2005-04-01
Ararat,0.8568808436393738,2005-04-01
Aragatsotn,1.2404514650503795,2005-04-01
Armavir,1.0732956329981487,2005-04-01
Kotayk,1.274637186527252,2005-04-01
Erevan,0.937297523021698,2005-04-01
Tavush,0.6623130540053049,2005-04-11
Lori,0.7671454502986028,2005-04-11
Shirak,1.011271242911999,2005-04-11
Gegharkunik,0.8355884955209845,2005-04-11
Vayots Dzor,0.4844688344746828,2005-04-11
Syunik,0.033987773876441155,2005-04-11
Ararat,0.41350186412984674,2005-04-11
Aragatsotn,0.7708131571610769,2005-04-11
Armavir,0.629176119963328,2005-04-11
Kotayk,0.7772785902023316,2005-04-11
Erevan,0.5344239473342896,2005-04-11
Tavush,0.6338936239480972,2005-04-21
Lori,0.845788666835198,2005-04-21
Shirak,1.0744592318168054,2005-04-21
Gegharkunik,0.7060090916998246,2005-04-21
Vayots Dzor,0.3892477732151747,2005-04-21
Syunik,-0.20737821252796015,2005-04-21
Ararat,0.5674831948497079,2005-04-21
Aragatsotn,0.7394213328758875,2005-04-21
Armavir,0.588010827700297,2005-04-21
Kotayk,0.7880910217761994,2005-04-21
Erevan,0.6476397216320038,2005-04-21
Tavush,0.5336217954754829,2005-05-01
Lori,0.8549640866426321,2005-05-01
Shirak,1.161206534275642,2005-05-01
Gegharkunik,0.6977478809216443,2005-05-01
Vayots Dzor,0.48712973669171333,2005-05-01
Syunik,-0.31273840762380706,2005-05-01
Ararat,0.756235041401603,2005-05-01
Aragatsotn,0.9541733612616857,2005-05-01
Armavir,0.9199557602405548,2005-05-01
Kotayk,0.8885564148426056,2005-05-01
Erevan,0.9199751615524292,2005-05-01
Tavush,0.99632129073143,2005-05-11
Lori,1.2145633147313044,2005-05-11
Shirak,1.4327335357666016,2005-05-11
Gegharkunik,1.199961848118726,2005-05-11
Vayots Dzor,1.168456219136715,2005-05-11
Syunik,0.4002088673020664,2005-05-11
Ararat,1.2618880813772029,2005-05-11
Aragatsotn,1.3133935232957203,2005-05-11
Armavir,1.1791751384735107,2005-05-11
Kotayk,1.3951335310935975,2005-05-11
Erevan,1.3749756813049316,2005-05-11
Tavush,0.9186965425809225,2005-05-21
Lori,1.205811830667349,2005-05-21
Shirak,1.4304845058001006,2005-05-21
Gegharkunik,1.1208094972021438,2005-05-21
Vayots Dzor,1.0339950770139694,2005-05-21
Syunik,0.15341297497874812,2005-05-21
Ararat,1.2311415618116206,2005-05-21
Aragatsotn,1.3676953067382176,2005-05-21
Armavir,1.2156403164068859,2005-05-21
Kotayk,1.4513164281845092,2005-05-21
Erevan,1.4416993260383606,2005-05-21
Tavush,0.8367421453197798,2005-06-01
Lori,1.0969894941036518,2005-06-01
Shirak,1.3503963763897235,2005-06-01
Gegharkunik,0.9118801197584938,2005-06-01
Vayots Dzor,0.9035658165812492,2005-06-01
Syunik,0.09226332879380177,2005-06-01
Ararat,1.1273093873804265,2005-06-01
Aragatsotn,1.2750846892595291,2005-06-01
Armavir,1.1601499418417613,2005-06-01
Kotayk,1.304582691192627,2005-06-01
Erevan,1.2429394125938416,2005-06-01
Tavush,1.1048286631703377,2005-06-11
Lori,1.2346701897107637,2005-06-11
Shirak,1.400271938397334,2005-06-11
Gegharkunik,0.7500979181598214,2005-06-11
Vayots Dzor,0.6925784423947334,2005-06-11
Syunik,0.05068339677037377,2005-06-11
Ararat,1.2008787718686191,2005-06-11
Aragatsotn,1.2949502766132355,2005-06-11
Armavir,1.2671237389246623,2005-06-11
Kotayk,1.2452677667140961,2005-06-11
Erevan,1.3251805901527405,2005-06-11
Tavush,0.7957189728816351,2005-06-21
Lori,0.800283289872683,2005-06-21
Shirak,1.0011577743750353,2005-06-21
Gegharkunik,0.12031241670689162,2005-06-21
Vayots Dzor,0.16556360851973295,2005-06-21
Syunik,-0.6807876268499776,2005-06-21
Ararat,0.9254520278085362,2005-06-21
Aragatsotn,0.9092509100834528,2005-06-21
Armavir,1.006461242834727,2005-06-21
Kotayk,0.7094551995396614,2005-06-21
Erevan,1.0913768708705902,2005-06-21
Tavush,0.4877431280910969,2005-07-01
Lori,0.6907595120943509,2005-07-01
Shirak,0.8946488086993878,2005-07-01
Gegharkunik,-0.4468807525494519,2005-07-01
Vayots Dzor,-0.1370866782963276,2005-07-01
Syunik,-0.8972251156443044,2005-07-01
Ararat,0.7924983393062245,2005-07-01
Aragatsotn,0.791394017636776,2005-07-01
Armavir,0.9560432136058807,2005-07-01
Kotayk,0.4415669202804565,2005-07-01
Erevan,1.0884854197502136,2005-07-01
Tavush,0.6969032470757762,2005-07-11
Lori,0.8265886902809143,2005-07-11
Shirak,0.9634046256542206,2005-07-11
Gegharkunik,-0.23667657265768333,2005-07-11
Vayots Dzor,0.1006700563011691,2005-07-11
Syunik,-0.5540682011234918,2005-07-11
Ararat,0.9640307379039851,2005-07-11
Aragatsotn,0.9180893500645956,2005-07-11
Armavir,1.1245675683021545,2005-07-11
Kotayk,0.5675564631819725,2005-07-11
Erevan,1.356051743030548,2005-07-11
Tavush,0.3659131055076917,2005-07-21
Lori,0.2144617306498381,2005-07-21
Shirak,0.25829659617291045,2005-07-21
Gegharkunik,-0.31618796508101854,2005-07-21
Vayots Dzor,0.122438901104033,2005-07-21
Syunik,-0.47519443772341075,2005-07-21
Ararat,0.7741847790100358,2005-07-21
Aragatsotn,0.5122504153599342,2005-07-21
Armavir,0.8661250174045563,2005-07-21
Kotayk,0.18616397306323051,2005-07-21
Erevan,1.0751567482948303,2005-07-21
Tavush,0.01309146173298359,2005-08-01
Lori,0.09440320615585034,2005-08-01
Shirak,0.1845741681754589,2005-08-01
Gegharkunik,-0.41297918426639896,2005-08-01
Vayots Dzor,-0.06891045160591602,2005-08-01
Syunik,-0.6155307790950725,2005-08-01
Ararat,0.36392837830565195,2005-08-01
Aragatsotn,0.23387569988456866,2005-08-01
Armavir,0.3448170895377795,2005-08-01
Kotayk,0.02698039626702666,2005-08-01
Erevan,0.5213441252708435,2005-08-01
Tavush,-0.32047935447189957,2005-08-11
Lori,-0.16113988673448779,2005-08-11
Shirak,-0.07405477146116587,2005-08-11
Gegharkunik,-0.7623588302556206,2005-08-11
Vayots Dzor,-0.7042980007827282,2005-08-11
Syunik,-0.949382810216201,2005-08-11
Ararat,-0.21613627282733266,2005-08-11
Aragatsotn,-0.122469629937162,2005-08-11
Armavir,0.015872974259157974,2005-08-11
Kotayk,-0.45180703364312647,2005-08-11
Erevan,-0.1694099549204111,2005-08-11
Tavush,0.2172866047670444,2005-08-21
Lori,0.26740894008141297,2005-08-21
Shirak,0.4028709049408252,2005-08-21
Gegharkunik,-0.1393082587815383,2005-08-21
Vayots Dzor,-0.06838007772603305,2005-08-21
Syunik,-0.6034797006531766,2005-08-21
Ararat,0.4698840540579774,2005-08-21
Aragatsotn,0.39463725647268194,2005-08-21
Armavir,0.5588016112645467,2005-08-21
Kotayk,0.16948683345690368,2005-08-21
Erevan,0.6436920166015625,2005-08-21
Tavush,0.6403862684965134,2005-09-01
Lori,0.7742579877376556,2005-09-01
Shirak,0.8020566059992864,2005-09-01
Gegharkunik,0.03960152260740014,2005-09-01
Vayots Dzor,-0.13531872036401182,2005-09-01
Syunik,-0.36728956197437485,2005-09-01
Ararat,0.3862292937595736,2005-09-01
Aragatsotn,0.7399660752465328,2005-09-01
Armavir,0.9703023831049601,2005-09-01
Kotayk,0.29073430225253105,2005-09-01
Erevan,0.720778226852417,2005-09-01
Tavush,0.2567028561607003,2005-09-11
Lori,0.5608992530749395,2005-09-11
Shirak,0.7409415273712232,2005-09-11
Gegharkunik,0.045335639432510906,2005-09-11
Vayots Dzor,0.03165484452620149,2005-09-11
Syunik,-0.44026979568757507,2005-09-11
Ararat,0.32333180867135525,2005-09-11
Aragatsotn,0.7166519053280354,2005-09-11
Armavir,0.8825573623180389,2005-09-11
Kotayk,0.3133651904761791,2005-09-11
Erevan,0.74313785135746,2005-09-11
Tavush,0.13140534958802164,2005-09-21
Lori,0.6879463608448322,2005-09-21
Shirak,0.7902574023375144,2005-09-21
Gegharkunik,0.16524595876826959,2005-09-21
Vayots Dzor,-0.0008558814879506826,2005-09-21
Syunik,-0.052835536287411264,2005-09-21
Ararat,0.25212597982449964,2005-09-21
Aragatsotn,0.7477055986722311,2005-09-21
Armavir,0.7577685167392095,2005-09-21
Kotayk,0.5051498010754585,2005-09-21
Erevan,0.6658052206039429,2005-09-21
Tavush,0.8774604549010595,2005-10-01
Lori,1.2808513457958515,2005-10-01
Shirak,1.0898137917885413,2005-10-01
Gegharkunik,0.9740238329943489,2005-10-01
Vayots Dzor,0.6005602777004242,2005-10-01
Syunik,0.49873551294991847,2005-10-01
Ararat,0.7924887239933014,2005-10-01
Aragatsotn,1.1812428136666615,2005-10-01
Armavir,1.1233160495758057,2005-10-01
Kotayk,1.1476235270500184,2005-10-01
Erevan,1.1848115921020508,2005-10-01
Tavush,1.2171482543150585,2005-10-11
Lori,1.7688994407653809,2005-10-11
Shirak,1.6754460701575646,2005-10-11
Gegharkunik,1.4179240570348852,2005-10-11
Vayots Dzor,0.9295067228376865,2005-10-11
Syunik,0.7143596595055178,2005-10-11
Ararat,1.1245857003060253,2005-10-11
Aragatsotn,1.68269677956899,2005-10-11
Armavir,1.6070456504821777,2005-10-11
Kotayk,1.6508527994155884,2005-10-11
Erevan,1.5916035175323486,2005-10-11
Tavush,1.7753662168979645,2005-10-21
Lori,2.077084724719708,2005-10-21
Shirak,1.9854901020343487,2005-10-21
Gegharkunik,1.3858419376261093,2005-10-21
Vayots Dzor,0.42295149248093367,2005-10-21
Syunik,0.5473695232679969,2005-10-21
Ararat,0.6788910593498837,2005-10-21
Aragatsotn,1.8192091484864552,2005-10-21
Armavir,1.7313947081565857,2005-10-21
Kotayk,1.604405164718628,2005-10-21
Erevan,1.3200021982192993,2005-10-21
Tavush,2.1594823201497397,2005-11-01
Lori,2.0960259162462673,2005-11-01
Shirak,1.8507988452911377,2005-11-01
Gegharkunik,1.4248107619145338,2005-11-01
Vayots Dzor,0.1920855692587793,2005-11-01
Syunik,0.7180088946693822,2005-11-01
Ararat,0.4715634137392044,2005-11-01
Aragatsotn,1.6942245761553447,2005-11-01
Armavir,1.646016259988149,2005-11-01
Kotayk,1.47872633934021,2005-11-01
Erevan,1.0754081904888153,2005-11-01
Tavush,1.8651176194349925,2005-11-11
Lori,1.9962994043643658,2005-11-11
Shirak,1.7229558871342585,2005-11-11
Gegharkunik,1.3599236782859354,2005-11-11
Vayots Dzor,0.2235113182105124,2005-11-11
Syunik,0.5816932720573325,2005-11-11
Ararat,0.48369376530701463,2005-11-11
Aragatsotn,1.522084653377533,2005-11-11
Armavir,1.4351290663083394,2005-11-11
Kotayk,1.3863897800445557,2005-11-11
Erevan,0.9055744707584381,2005-11-11
Tavush,1.4634829809268315,2005-11-21
Lori,1.806599653684176,2005-11-21
Shirak,1.5583867476536677,2005-11-21
Gegharkunik,0.652008550515508,2005-11-21
Vayots Dzor,-0.6346221752464771,2005-11-21
Syunik,0.09088293423778132,2005-11-21
Ararat,-0.2451717494563623,2005-11-21
Aragatsotn,1.2189613208174706,2005-11-21
Armavir,1.099780723452568,2005-11-21
Kotayk,0.9210534580051899,2005-11-21
Erevan,0.2389804683625698,2005-11-21
Tavush,0.5894631190846363,2005-12-01
Lori,0.9251738832547114,2005-12-01
Shirak,0.5613505782989355,2005-12-01
Gegharkunik,-0.1039293167345664,2005-12-01
Vayots Dzor,-1.0749345943331718,2005-12-01
Syunik,-0.7443591293535734,2005-12-01
Ararat,-0.9543926282362505,2005-12-01
Aragatsotn,0.14337792759761214,2005-12-01
Armavir,-0.1302777153129379,2005-12-01
Kotayk,0.12604011818766594,2005-12-01
Erevan,-0.694461464881897,2005-12-01
Tavush,0.6299344090123972,2005-12-11
Lori,1.0067026775616865,2005-12-11
Shirak,0.5954110331367701,2005-12-11
Gegharkunik,-0.07484830433831495,2005-12-11
Vayots Dzor,-0.9749297425150871,2005-12-11
Syunik,-0.6552419035058272,2005-12-11
Ararat,-0.8794920336116444,2005-12-11
Aragatsotn,0.14900036883773282,2005-12-11
Armavir,-0.146796740940772,2005-12-11
Kotayk,0.1994226783514023,2005-12-11
Erevan,-0.5918612778186798,2005-12-11
Tavush,0.8671301354964575,2005-12-21
Lori,1.1807273488778334,2005-12-21
Shirak,0.9095566020562098,2005-12-21
Gegharkunik,0.07719406573211446,2005-12-21
Vayots Dzor,-0.7850576713681221,2005-12-21
Syunik,-0.7881502164037604,2005-12-21
Ararat,-0.46366501125422394,2005-12-21
Aragatsotn,0.6164336986839771,2005-12-21
Armavir,0.43085527668396634,2005-12-21
Kotayk,0.5481207072734833,2005-12-21
Erevan,-0.025959167629480362,2005-12-21
Tavush,0.4571290488044421,2006-01-01
Lori,0.6553615973545954,2006-01-01
Shirak,0.5812110660167841,2006-01-01
Gegharkunik,-0.37910025840734735,2006-01-01
Vayots Dzor,-0.8898681476712227,2006-01-01
Syunik,-0.8474162456236387,2006-01-01
Ararat,-0.6346910054033453,2006-01-01
Aragatsotn,0.19073695068558058,2006-01-01
Armavir,0.09504017358024915,2006-01-01
Kotayk,0.027359979599714278,2006-01-01
Erevan,-0.3723504990339279,2006-01-01
Tavush,0.4663388443489869,2006-01-11
Lori,0.3908606870816304,2006-01-11
Shirak,0.29851576112783873,2006-01-11
Gegharkunik,-0.3681137544267318,2006-01-11
Vayots Dzor,-0.9585217610001564,2006-01-11
Syunik,-0.8117213780550581,2006-01-11
Ararat,-0.6154421676288951,2006-01-11
Aragatsotn,0.16070234465102354,2006-01-11
Armavir,0.1291638674835364,2006-01-11
Kotayk,-0.021583030372858046,2006-01-11
Erevan,-0.3193088471889496,2006-01-11
Tavush,0.5644609468678633,2006-01-21
Lori,0.5267770152825576,2006-01-21
Shirak,0.30976944588697874,2006-01-21
Gegharkunik,0.23383451516137405,2006-01-21
Vayots Dzor,-0.21507007163017988,2006-01-21
Syunik,-0.22085119971368267,2006-01-21
Ararat,0.19501703638922085,2006-01-21
Aragatsotn,0.4447241798043251,2006-01-21
Armavir,0.3893689662218094,2006-01-21
Kotayk,0.48662101179361344,2006-01-21
Erevan,0.356726735830307,2006-01-21
Tavush,0.6011054357513785,2006-02-01
Lori,0.6369310181874496,2006-02-01
Shirak,0.5747254685713694,2006-02-01
Gegharkunik,0.942417653167949,2006-02-01
Vayots Dzor,0.9625034257769585,2006-02-01
Syunik,0.4759809841450892,2006-02-01
Ararat,1.1442202600565823,2006-02-01
Aragatsotn,0.9131944676240286,2006-02-01
Armavir,0.8438765903313955,2006-02-01
Kotayk,1.0643451154232024,2006-02-01
Erevan,1.1268532872200012,2006-02-01
Tavush,0.7638039514422417,2006-02-11
Lori,0.8926199147334466,2006-02-11
Shirak,0.914124961082752,2006-02-11
Gegharkunik,1.147179529947393,2006-02-11
Vayots Dzor,1.2968824356794357,2006-02-11
Syunik,0.87722321403654,2006-02-11
Ararat,1.4210893674330278,2006-02-11
Aragatsotn,1.257479687531789,2006-02-11
Armavir,1.2003593842188518,2006-02-11
Kotayk,1.385943865776062,2006-02-11
Erevan,1.463617742061615,2006-02-11
Tavush,0.7534926757216454,2006-02-21
Lori,0.9013368189334869,2006-02-21
Shirak,0.8788231840500464,2006-02-21
Gegharkunik,1.1661908486310173,2006-02-21
Vayots Dzor,1.3379521518945694,2006-02-21
Syunik,0.904804643831755,2006-02-21
Ararat,1.4361794536763972,2006-02-21
Aragatsotn,1.3016311327616374,2006-02-21
Armavir,1.2325089971224468,2006-02-21
Kotayk,1.426340401172638,2006-02-21
Erevan,1.4923798441886902,2006-02-21
Tavush,0.8202597349882126,2006-03-01
Lori,1.01597405396975,2006-03-01
Shirak,1.1484119525322547,2006-03-01
Gegharkunik,1.3480657724773182,2006-03-01
Vayots Dzor,1.5717195570468903,2006-03-01
Syunik,0.9589179228795203,2006-03-01
Ararat,1.731585903601213,2006-03-01
Aragatsotn,1.5800786415735881,2006-03-01
Armavir,1.6356930335362752,2006-03-01
Kotayk,1.6076377868652343,2006-03-01
Erevan,1.7869020104408264,2006-03-01
Tavush,1.0286382138729095,2006-03-11
Lori,1.1078045826691847,2006-03-11
Shirak,1.20804697733659,2006-03-11
Gegharkunik,1.424288504263934,2006-03-11
Vayots Dzor,1.6210984885692596,2006-03-11
Syunik,1.1696218691374127,2006-03-11
Ararat,1.7996729503978381,2006-03-11
Aragatsotn,1.6518325706322987,2006-03-11
Armavir,1.7389158606529236,2006-03-11
Kotayk,1.6471174240112305,2006-03-11
Erevan,1.8150891661643982,2006-03-11
Tavush,0.09422365638116996,2006-03-21
Lori,0.3313190137537626,2006-03-21
Shirak,0.7591153543729049,2006-03-21
Gegharkunik,0.5772154401330387,2006-03-21
Vayots Dzor,1.1375020667910576,2006-03-21
Syunik,0.5061387616748872,2006-03-21
Ararat,1.1927481618794529,2006-03-21
Aragatsotn,0.9048806503415108,2006-03-21
Armavir,0.9404094815254211,2006-03-21
Kotayk,0.7970996350049973,2006-03-21
Erevan,1.0438873767852783,2006-03-21
Tavush,0.048257514058301844,2006-04-01
Lori,0.7050879349788794,2006-04-01
Shirak,1.3463465708952684,2006-04-01
Gegharkunik,0.5538606104605338,2006-04-01
Vayots Dzor,1.0617819763720036,2006-04-01
Syunik,0.10785397926443502,2006-04-01
Ararat,1.1584048108621077,2006-04-01
Aragatsotn,1.284246524175008,2006-04-01
Armavir,1.3423654437065125,2006-04-01
Kotayk,1.0275997519493103,2006-04-01
Erevan,1.1314306855201721,2006-04-01
Tavush,-0.29067562023798627,2006-04-11
Lori,0.3317435635970189,2006-04-11
Shirak,0.9333562530004061,2006-04-11
Gegharkunik,0.17767162730588631,2006-04-11
Vayots Dzor,0.6598278917372227,2006-04-11
Syunik,0.09610982641185585,2006-04-11
Ararat,0.7499229311943054,2006-04-11
Aragatsotn,0.670278770228227,2006-04-11
Armavir,0.6936637858549753,2006-04-11
Kotayk,0.4917310416698456,2006-04-11
Erevan,0.49730755388736725,2006-04-11
Tavush,0.20942097157239914,2006-04-21
Lori,0.7825750834666766,2006-04-21
Shirak,1.1861175894737244,2006-04-21
Gegharkunik,0.6057844960733372,2006-04-21
Vayots Dzor,1.0508680418133736,2006-04-21
Syunik,0.48549592994937774,2006-04-21
Ararat,1.1106177351691506,2006-04-21
Aragatsotn,0.7958794037501017,2006-04-21
Armavir,0.761394610007604,2006-04-21
Kotayk,0.7408840537071228,2006-04-21
Erevan,0.6437466144561768,2006-04-21
Tavush,0.1620270929609736,2006-05-01
Lori,0.6659843130753591,2006-05-01
Shirak,1.0410890602148497,2006-05-01
Gegharkunik,0.21714259234859662,2006-05-01
Vayots Dzor,0.4371149046346545,2006-05-01
Syunik,-0.012472475388724553,2006-05-01
Ararat,0.720385417342186,2006-05-01
Aragatsotn,0.5656641473372778,2006-05-01
Armavir,0.4853390355904897,2006-05-01
Kotayk,0.5442005559802056,2006-05-01
Erevan,0.2301996424794197,2006-05-01
Tavush,-0.15903623588383198,2006-05-11
Lori,0.31889745234869993,2006-05-11
Shirak,0.8179316514959702,2006-05-11
Gegharkunik,-0.24700486988705747,2006-05-11
Vayots Dzor,-0.10380599461495876,2006-05-11
Syunik,-0.655640706027809,2006-05-11
Ararat,0.24470851130106233,2006-05-11
Aragatsotn,0.26926377695053816,2006-05-11
Armavir,0.2101664375513792,2006-05-11
Kotayk,0.11221999563276767,2006-05-11
Erevan,-0.2044713795185089,2006-05-11
Tavush,-0.5211686874002529,2006-05-21
Lori,-0.21163843622287878,2006-05-21
Shirak,0.44152630450060737,2006-05-21
Gegharkunik,-0.620818217887598,2006-05-21
Vayots Dzor,-0.3897759588435292,2006-05-21
Syunik,-0.8651530726959831,2006-05-21
Ararat,-0.15657846866683525,2006-05-21
Aragatsotn,-0.04463434863525132,2006-05-21
Armavir,-0.050580281764268875,2006-05-21
Kotayk,-0.2651775608770549,2006-05-21
Erevan,-0.49137985706329346,2006-05-21
Tavush,-1.2405924399693806,2006-06-01
Lori,-1.0520909566145678,2006-06-01
Shirak,-0.31513211933466106,2006-06-01
Gegharkunik,-1.4203131269006168,2006-06-01
Vayots Dzor,-0.9669401831924915,2006-06-01
Syunik,-1.4271760990745144,2006-06-01
Ararat,-0.809972657398744,2006-06-01
Aragatsotn,-0.699940544863542,2006-06-01
Armavir,-0.6088779121637344,2006-06-01
Kotayk,-0.9654635429382324,2006-06-01
Erevan,-0.9702605605125427,2006-06-01
Tavush,-1.6264011363188426,2006-06-11
Lori,-1.7839174270629883,2006-06-11
Shirak,-1.035467952489853,2006-06-11
Gegharkunik,-1.903428217943977,2006-06-11
Vayots Dzor,-1.4934699311852455,2006-06-11
Syunik,-1.8433559693788226,2006-06-11
Ararat,-1.2766877683726223,2006-06-11
Aragatsotn,-1.2857333272695541,2006-06-11
Armavir,-0.9766090015570322,2006-06-11
Kotayk,-1.6255114078521729,2006-06-11
Erevan,-1.3271236419677734,2006-06-11
Tavush,-1.7008081426223118,2006-06-21
Lori,-1.7297325867872972,2006-06-21
Shirak,-0.9560891275222485,2006-06-21
Gegharkunik,-1.524950367562911,2006-06-21
Vayots Dzor,-1.0187979713082314,2006-06-21
Syunik,-1.6066111514442845,2006-06-21
Ararat,-0.7741894098845395,2006-06-21
Aragatsotn,-1.1048612197240193,2006-06-21
Armavir,-0.8637157082557678,2006-06-21
Kotayk,-1.2150056660175323,2006-06-21
Erevan,-1.0679234862327576,2006-06-21
Tavush,-0.6647485780219237,2006-07-01
Lori,-1.1659357089262743,2006-07-01
Shirak,-0.7638829694344447,2006-07-01
Gegharkunik,-0.8043990456225241,2006-07-01
Vayots Dzor,-0.7767495289444923,2006-07-01
Syunik,-1.4255675297034414,2006-07-01
Ararat,-0.2637717818672007,2006-07-01
Aragatsotn,-0.6697470260163149,2006-07-01
Armavir,-0.5441340133547783,2006-07-01
Kotayk,-0.4509383225813508,2006-07-01
Erevan,-0.5683808028697968,2006-07-01
Tavush,-0.6303517855703831,2006-07-11
Lori,-1.1972318566762483,2006-07-11
Shirak,-0.8806356833531306,2006-07-11
Gegharkunik,-0.8295755172148347,2006-07-11
Vayots Dzor,-0.7128360159695148,2006-07-11
Syunik,-1.4963304274960567,2006-07-11
Ararat,-0.29369219866665924,2006-07-11
Aragatsotn,-0.7038368893166383,2006-07-11
Armavir,-0.5450591867168745,2006-07-11
Kotayk,-0.4641280942596495,2006-07-11
Erevan,-0.5017463117837906,2006-07-11
Tavush,-1.0074897029747565,2006-07-21
Lori,-1.6776425746771007,2006-07-21
Shirak,-1.4975861677756677,2006-07-21
Gegharkunik,-1.342016973916222,2006-07-21
Vayots Dzor,-1.4329466670751572,2006-07-21
Syunik,-1.6707392899613631,2006-07-21
Ararat,-1.3514356233856895,2006-07-21
Aragatsotn,-1.2930328945318859,2006-07-21
Armavir,-1.1234513918558757,2006-07-21
Kotayk,-1.2758842766284944,2006-07-21
Erevan,-1.3932626843452454,2006-07-21
Tavush,-1.2547484536965687,2006-08-01
Lori,-1.7284356447366567,2006-08-01
Shirak,-1.5781934261322021,2006-08-01
Gegharkunik,-1.3881472875090206,2006-08-01
Vayots Dzor,-1.391914740204811,2006-08-01
Syunik,-1.680362393981532,2006-08-01
Ararat,-1.410541832447052,2006-08-01
Aragatsotn,-1.3935976574818294,2006-08-01
Armavir,-1.257922997077306,2006-08-01
Kotayk,-1.4162601411342621,2006-08-01
Erevan,-1.4130341410636902,2006-08-01
Tavush,-1.2614530473947525,2006-08-11
Lori,-1.7545940325810359,2006-08-11
Shirak,-1.5916444154886098,2006-08-11
Gegharkunik,-1.2966330840307123,2006-08-11
Vayots Dzor,-1.2732478082180023,2006-08-11
Syunik,-1.630304775739971,2006-08-11
Ararat,-1.255514461885799,2006-08-11
Aragatsotn,-1.4100724558035533,2006-08-11
Armavir,-1.3004885117212932,2006-08-11
Kotayk,-1.313232770562172,2006-08-11
Erevan,-1.3748761415481567,2006-08-11
Tavush,-1.236090858777364,2006-08-21
Lori,-1.6811278691658607,2006-08-21
Shirak,-1.5004606522046602,2006-08-21
Gegharkunik,-1.307459608596914,2006-08-21
Vayots Dzor,-1.415008895099163,2006-08-21
Syunik,-1.7985150876798128,2006-08-21
Ararat,-1.1587401438843121,2006-08-21
